ID,DOMAIN,COUNT
300741,10000 10000 10000 70000.0 0 10.9 B < 1 year 1 OWN,1
469129,13375 13375 13375 32000.0 0 14.99 C nan 0 RENT,1
114807,35000 35000 35000 78000.0 0 10.56 B 10+ years 0 MORTGAGE,1
219463,8500 8500 8500 98000.0 0 13.49 C 10+ years 1 OWN,1
383450,15000 15000 14675 136000.0 0 16.07 D < 1 year 0 MORTGAGE,1
387203,10000 10000 10000 54000.0 0 11.49 B nan 0 RENT,1
456769,10000 10000 9750 50000.0 0 12.79 C 10+ years 1 MORTGAGE,1
232134,21000 21000 21000 114000.0 0 17.27 D 10+ years 1 OWN,1
91175,11500 11500 11500 33500.0 1 19.2 D 10+ years 1 RENT,1
252,6000 6000 6000 152852.0 0 8.9 A 9 years 1 MORTGAGE,1
