ID,DOMAIN,COUNT
300741,10000 10000 10000 70000.0 0 10.9 B < 1 year 1 OWN,1
469129,13375 13375 13375 32000.0 0 14.99 C nan 0 RENT,1
114807,35000 35000 35000 78000.0 0 10.56 B 10+ years 0 MORTGAGE,1
219463,8500 8500 8500 98000.0 0 13.49 C 10+ years 1 OWN,1
383450,15000 15000 14675 136000.0 0 16.07 D < 1 year 0 MORTGAGE,1
387203,10000 10000 10000 54000.0 0 11.49 B nan 0 RENT,1
456769,10000 10000 9750 50000.0 0 12.79 C 10+ years 1 MORTGAGE,1
232134,21000 21000 21000 114000.0 0 17.27 D 10+ years 1 OWN,1
91175,11500 11500 11500 33500.0 1 19.2 D 10+ years 1 RENT,1
252,6000 6000 6000 152852.0 0 8.9 A 9 years 1 MORTGAGE,1
88529,30000 30000 30000 85000.0 1 9.17 B 8 years 1 MORTGAGE,1
40254,22000 22000 22000 100000.0 0 9.99 B < 1 year 1 MORTGAGE,1
138115,19800 19800 19775 44000.0 0 22.35 E 2 years 2 RENT,1
241555,13425 13425 13425 32000.0 0 14.65 C 10+ years 0 RENT,1
249613,4000 4000 4000 29000.0 0 13.99 C nan 1 OWN,1
324667,21000 21000 21000 68000.0 1 15.99 C 3 years 2 MORTGAGE,1
32562,8400 8400 8400 53000.0 0 14.08 C 10+ years 0 OWN,1
332394,4800 4800 4800 53000.0 0 11.39 B 10+ years 1 RENT,1
480030,20000 20000 20000 90000.0 0 10.91 B 4 years 1 MORTGAGE,1
212468,10000 10000 10000 40000.0 1 15.99 C 7 years 2 RENT,1
255229,6600 6600 6600 55000.0 0 5.32 A 1 year 1 MORTGAGE,1
226011,35000 35000 35000 400000.0 0 9.99 B 1 year 0 RENT,1
462610,26250 26250 26250 60000.0 0 13.98 C 8 years 1 MORTGAGE,1
475120,9000 9000 9000 40000.0 0 15.31 C 10+ years 2 RENT,1
324120,24000 24000 24000 98000.0 0 10.41 B 4 years 2 MORTGAGE,1
263929,6000 6000 6000 37200.0 0 11.99 C 10+ years 2 RENT,1
348431,20000 20000 20000 105000.0 0 7.46 A 1 year 2 RENT,1
158961,7000 7000 7000 51000.0 0 13.56 C 2 years 0 MORTGAGE,1
16038,9000 9000 9000 60000.0 0 7.49 A < 1 year 2 MORTGAGE,1
59740,8000 8000 8000 80000.0 0 8.24 B 4 years 1 MORTGAGE,1
406939,14000 14000 14000 62000.0 0 11.99 B 6 years 1 MORTGAGE,1
319170,24000 24000 24000 105000.0 0 6.97 A < 1 year 1 MORTGAGE,1
475093,10000 10000 10000 68000.0 0 16.14 C 3 years 1 MORTGAGE,1
58697,11925 11925 11925 23900.0 1 14.99 C 3 years 0 MORTGAGE,1
342373,15000 15000 15000 21000.0 0 18.06 D nan 2 RENT,1
301806,10000 10000 10000 60000.0 1 23.87 E 6 years 1 RENT,1
186574,30625 30625 30625 100000.0 1 14.03 C 10+ years 1 MORTGAGE,1
123468,19600 19600 19600 49000.0 1 11.49 B 10+ years 1 RENT,1
73916,16000 16000 16000 35000.0 0 17.09 D < 1 year 1 RENT,1
116401,10000 10000 10000 65200.0 0 16.29 C 10+ years 2 MORTGAGE,1
481364,30000 30000 27953 84000.0 1 19.69 E 4 years 0 MORTGAGE,1
313260,18000 18000 18000 110000.0 1 9.99 B 10+ years 0 MORTGAGE,1
71330,10000 10000 10000 72000.0 0 14.46 C 5 years 1 RENT,1
218664,2000 2000 2000 56000.0 0 17.27 D 10+ years 2 RENT,1
262780,40000 40000 40000 115000.0 1 11.99 B 3 years 0 MORTGAGE,1
420574,10000 10000 10000 71000.0 0 14.33 C 10+ years 2 MORTGAGE,1
423704,12000 12000 12000 49500.0 0 11.47 B 1 year 1 RENT,1
114460,12000 12000 12000 48000.0 0 14.65 C 3 years 2 RENT,1
209158,7000 7000 6950 60000.0 0 14.99 C 2 years 0 MORTGAGE,1
116634,24000 24000 24000 82000.0 1 19.03 D 10+ years 1 RENT,1
