ID,DOMAIN,COUNT
129173,3000 3000 3000 89000.0 0 10.42 B 10+ years 0 OWN,1
770462,14000 14000 14000 60000.0 0 8.39 A 5 years 2 OWN,1
325037,24000 24000 24000 62700.0 0 9.17 B nan 2 RENT,1
77033,16800 16800 16800 85000.0 1 16.14 C 1 year 1 OWN,1
510621,27525 27525 27525 60000.0 1 13.98 C nan 0 MORTGAGE,1
609652,9000 9000 8725 80000.0 0 10.9 B 10+ years 1 MORTGAGE,1
724756,21000 21000 21000 130000.0 0 6.49 A 8 years 0 OWN,1
898331,12000 12000 12000 37000.0 1 12.62 C 4 years 1 RENT,1
296992,19575 19575 19525 74000.0 1 17.57 D 9 years 0 MORTGAGE,1
475643,27575 27575 27575 104000.0 0 15.04 C 4 years 2 MORTGAGE,1
