ID,DOMAIN,COUNT
18210,14700 14700 14550 35000.0 0 11.67 B 8 years 1 MORTGAGE,1
5987,13000 13000 13000 70000.0 0 12.05 C < 1 year 1 RENT,1
8757,2800 2800 2800 50000.0 0 12.59 C 10+ years 1 RENT,1
12055,21050 21050 21050 55000.0 1 25.11 F 5 years 1 RENT,1
16514,25000 25000 25000 59000.0 1 9.93 B 2 years 2 MORTGAGE,1
12204,6000 6000 6000 50000.0 0 7.59 A 1 year 1 RENT,1
18149,6000 6000 6000 50000.0 0 11.99 B 9 years 1 RENT,1
13869,7200 7200 7200 42000.0 0 8.81 A 10+ years 2 RENT,1
6709,19475 19475 19475 115000.0 0 26.77 E 10+ years 0 OWN,1
25997,35000 35000 35000 92000.0 0 8.39 A nan 0 MORTGAGE,1
21357,12000 12000 12000 75000.0 1 14.46 C 1 year 0 MORTGAGE,1
22312,24425 24425 24425 89000.0 1 15.05 C 10+ years 2 MORTGAGE,1
5586,6000 6000 6000 78000.0 0 5.32 A 4 years 2 RENT,1
1617,12000 12000 12000 58000.0 0 6.62 A 1 year 2 MORTGAGE,1
11588,6050 6050 6050 21000.0 0 16.02 C < 1 year 1 RENT,1
18245,6000 6000 6000 36500.0 0 10.49 B 10+ years 2 RENT,1
2971,10000 10000 10000 75000.0 0 13.59 C 9 years 1 MORTGAGE,1
13683,6000 6000 6000 98000.0 0 19.03 D 10+ years 2 MORTGAGE,1
7063,25000 25000 25000 78000.0 0 14.08 C nan 0 MORTGAGE,1
4801,14000 14000 14000 40000.0 1 25.82 E 7 years 1 RENT,1
20979,1000 1000 1000 60000.0 0 15.05 C nan 1 RENT,1
5838,16000 16000 16000 42000.0 0 6.49 A 7 years 1 MORTGAGE,1
20143,25000 25000 25000 80000.0 1 14.49 C 3 years 1 RENT,1
20430,8000 8000 7975 49000.0 1 13.98 C 2 years 2 OWN,1
1897,40000 40000 40000 178000.0 1 17.09 D < 1 year 1 RENT,1
24216,10000 10000 10000 40000.0 0 23.4 E 4 years 2 RENT,1
27921,12000 12000 12000 68000.0 0 9.43 B < 1 year 0 MORTGAGE,1
26480,12475 12475 12475 54500.0 1 13.33 C 1 year 1 RENT,1
19331,9600 9600 9600 31000.0 0 15.02 C 3 years 1 OWN,1
27019,15000 15000 15000 60000.0 0 11.53 B 9 years 0 MORTGAGE,1
24661,40000 40000 40000 167000.0 1 8.19 A 9 years 2 MORTGAGE,1
22394,22250 22250 22250 53000.0 1 17.57 D 4 years 1 MORTGAGE,1
9499,30000 30000 30000 110000.0 1 13.59 C 3 years 0 RENT,1
26378,28000 28000 28000 106000.0 1 14.98 C 10+ years 0 MORTGAGE,1
13185,6000 6000 6000 120000.0 0 11.44 B 1 year 1 MORTGAGE,1
28813,25000 25000 25000 76000.0 0 5.93 A 10+ years 1 MORTGAGE,1
20893,25000 25000 25000 88000.0 0 21.49 E 9 years 0 RENT,1
11296,24000 24000 23925 111000.0 0 21.18 E 5 years 0 MORTGAGE,1
5813,5200 5200 5200 100000.0 0 9.16 B 5 years 0 MORTGAGE,1
16406,10000 10000 10000 40000.0 1 11.55 B 7 years 0 MORTGAGE,1
2359,10800 10800 10800 85000.0 1 18.45 D 8 years 1 MORTGAGE,1
12962,20000 20000 20000 300000.0 0 6.67 A 2 years 1 MORTGAGE,1
27416,10000 10000 10000 65000.0 0 11.31 B < 1 year 2 OWN,1
3706,4000 4000 4000 40000.0 0 6.03 A 10+ years 2 RENT,1
12615,16000 16000 16000 75000.0 1 22.99 F 10+ years 0 RENT,1
24478,17000 17000 17000 85000.0 0 6.07 A 3 years 2 MORTGAGE,1
15736,12000 12000 12000 33600.0 0 13.56 C 1 year 0 RENT,1
4844,3200 3200 3200 20000.0 0 17.27 D < 1 year 1 RENT,1
16075,2550 2550 2550 50000.0 0 25.44 F 10+ years 0 RENT,1
14830,35000 35000 35000 220000.0 0 9.44 B 10+ years 1 MORTGAGE,1
14754,12800 12800 12800 68000.0 1 8.39 A 2 years 1 RENT,1
2091,6000 6000 6000 78000.0 0 8.9 A 2 years 2 MORTGAGE,1
9320,10000 10000 10000 38500.0 0 12.62 C 9 years 2 RENT,1
18207,26500 26500 26500 60000.0 1 19.05 D 6 years 0 RENT,1
18802,5000 5000 5000 50000.0 0 9.92 B 10+ years 1 MORTGAGE,1
27489,10000 10000 10000 46000.0 0 13.56 C 2 years 2 RENT,1
18017,40000 40000 40000 120000.0 0 6.49 A 3 years 1 MORTGAGE,1
19961,16000 16000 16000 140000.0 0 7.84 A 2 years 2 MORTGAGE,1
17805,4000 4000 4000 70000.0 0 19.52 D 5 years 2 OWN,1
22963,5000 5000 5000 125000.0 0 11.55 B 10+ years 1 OWN,1
21113,6000 6000 6000 94000.0 0 9.44 B 3 years 2 MORTGAGE,1
15927,1900 1900 1900 25000.0 0 14.16 C 10+ years 2 RENT,1
15727,4000 4000 4000 85000.0 0 14.33 C 1 year 2 MORTGAGE,1
7094,20000 20000 20000 66000.0 1 21.85 D 1 year 1 OWN,1
27871,15000 15000 15000 160000.0 0 6.03 A < 1 year 2 OWN,1
13070,20000 20000 20000 87000.0 0 12.39 C 7 years 0 MORTGAGE,1
17274,15000 15000 15000 61000.0 1 17.86 D 8 years 0 MORTGAGE,1
12201,24000 24000 24000 100000.0 1 12.73 B < 1 year 2 MORTGAGE,1
13578,19900 19900 19900 65000.0 1 22.99 F 8 years 0 OWN,1
25686,7200 7200 7200 79500.0 0 16.02 C 10+ years 2 RENT,1
15994,4000 4000 4000 20000.0 0 13.59 C < 1 year 2 MORTGAGE,1
7748,2000 2000 2000 65000.0 0 9.49 B 10+ years 2 MORTGAGE,1
14982,10000 10000 10000 35000.0 1 16.91 C 6 years 1 MORTGAGE,1
29526,15000 15000 15000 47000.0 1 15.22 C 10+ years 0 RENT,1
11881,16000 16000 16000 60000.0 1 16.29 C 6 years 1 RENT,1
17795,10000 10000 10000 47000.0 0 12.99 C nan 0 RENT,1
7566,20000 20000 20000 135000.0 1 14.49 C 3 years 1 MORTGAGE,1
14759,24000 24000 23725 80000.0 0 19.99 D nan 1 MORTGAGE,1
16485,15000 15000 15000 141500.0 1 11.39 B 10+ years 2 MORTGAGE,1
9840,21000 21000 21000 142000.0 0 8.18 B 4 years 1 RENT,1
4213,17625 17625 17625 42000.0 0 16.02 C 10+ years 2 RENT,1
11030,3000 3000 3000 65000.0 0 25.29 E 10+ years 0 RENT,1
