ID,DOMAIN,COUNT
158707,29900 29900 29900 65000.0 1 19.89 E 1 year 1 MORTGAGE,1
135082,35000 35000 35000 232000.0 1 9.44 B 8 years 1 MORTGAGE,1
190077,21000 21000 20750 76000.0 0 8.39 B 5 years 2 MORTGAGE,1
20142,4000 4000 4000 25459.0 0 17.57 D < 1 year 2 RENT,1
21163,12000 12000 11975 41600.0 0 7.62 A 2 years 1 RENT,1
13494,30000 30000 30000 70400.0 1 15.02 C 6 years 1 RENT,1
100650,15000 15000 15000 93000.0 1 10.07 B 6 years 2 MORTGAGE,1
146940,18150 18150 18150 63000.0 1 20.99 E < 1 year 1 RENT,1
147132,25000 25000 25000 75000.0 1 25.57 F 8 years 1 RENT,1
115991,14700 14700 14700 60000.0 0 13.65 C 8 years 1 RENT,1
46356,18475 18475 18475 42000.0 0 12.99 C 10+ years 1 RENT,1
2512,15000 15000 15000 49000.0 0 14.08 C 8 years 2 RENT,1
112324,13500 13500 13500 79000.0 0 8.19 A 3 years 2 MORTGAGE,1
146878,16000 16000 16000 45000.0 0 6.67 A 4 years 1 RENT,1
106595,8300 8300 8300 26000.0 0 18.06 D 10+ years 1 MORTGAGE,1
163446,16000 16000 16000 55000.0 0 10.15 B 10+ years 1 RENT,1
152847,5000 5000 5000 60000.0 0 6.71 A 10+ years 2 OWN,1
114840,15000 15000 4964 45000.0 0 15.37 D 3 years 2 RENT,1
156799,15400 15400 15400 35000.0 1 15.99 D 10+ years 1 RENT,1
170164,10000 10000 10000 50000.0 0 15.99 D 9 years 1 RENT,1
55478,12225 12225 12225 90000.0 0 12.99 C 10+ years 1 RENT,1
109435,12000 12000 12000 54000.0 0 8.46 A 10+ years 1 MORTGAGE,1
112480,25000 25000 1075 65000.0 0 9.51 B 5 years 2 MORTGAGE,1
196938,18000 18000 18000 87000.0 1 22.74 E 10+ years 1 MORTGAGE,1
41678,19750 19750 19750 45000.0 0 12.12 B 2 years 0 RENT,1
166088,20000 20000 20000 80000.0 1 22.35 D 7 years 1 RENT,1
104042,35000 35000 35000 125000.0 1 10.78 B 2 years 0 RENT,1
131164,7000 7000 7000 34382.0 0 12.98 B 7 years 1 MORTGAGE,1
41109,2875 2875 2875 30000.0 0 18.24 D 2 years 1 MORTGAGE,1
122467,12000 12000 11900 42000.0 0 8.18 B 3 years 2 OWN,1
92024,18000 18000 18000 101000.0 0 9.44 B 10+ years 2 MORTGAGE,1
33594,22800 22800 22700 120000.0 1 19.72 D 9 years 0 RENT,1
120573,25000 25000 25000 93000.0 0 11.14 B 10+ years 0 MORTGAGE,1
176467,20000 20000 20000 60000.0 1 10.75 B 7 years 1 MORTGAGE,1
18494,18000 18000 18000 63000.0 1 9.16 B 10+ years 0 MORTGAGE,1
136384,4200 4200 4200 30000.0 0 12.74 C 2 years 2 MORTGAGE,1
73209,10000 10000 10000 72000.0 0 8.39 B 1 year 1 RENT,1
125617,8500 8500 8500 90000.0 0 6.11 A nan 2 MORTGAGE,1
167843,10125 10125 10125 60000.0 0 13.99 C 10+ years 0 MORTGAGE,1
63745,10000 10000 9950 61000.0 0 8.24 B 1 year 1 OWN,1
41449,6000 6000 6000 73000.0 0 13.65 C 10+ years 2 MORTGAGE,1
70130,15000 15000 15000 45000.0 0 7.21 A 10+ years 1 RENT,1
174054,30000 30000 30000 50000.0 1 11.05 B 10+ years 1 RENT,1
44765,18000 18000 18000 35000.0 0 7.96 A 8 years 1 MORTGAGE,1
115937,16000 16000 15640 38000.0 0 10.99 B 3 years 2 MORTGAGE,1
125262,10000 10000 10000 50000.0 1 17.47 D nan 0 MORTGAGE,1
102600,24000 24000 24000 92000.0 0 7.35 A 1 year 1 MORTGAGE,1
