ID,DOMAIN,COUNT
685304,1000 1000 1000 38000.0 0 18.25 D 3 years 2 MORTGAGE,1
743785,30000 30000 30000 160000.0 0 10.47 B 10+ years 1 MORTGAGE,1
340923,15000 15000 15000 72000.0 0 8.39 B 1 year 2 MORTGAGE,1
545114,11500 11500 11500 111039.0 0 13.33 C 9 years 2 RENT,1
540882,11000 11000 11000 46823.0 0 9.92 B 10+ years 1 OWN,1
466871,4000 4000 4000 96850.0 0 11.31 B 10+ years 1 MORTGAGE,1
640453,3000 3000 3000 65000.0 0 12.69 C 1 year 2 RENT,1
357670,7200 7200 7200 70000.0 0 9.49 B 10+ years 2 MORTGAGE,1
747046,10000 10000 10000 107680.0 0 14.33 C 10+ years 0 RENT,1
179393,2000 2000 2000 42000.0 0 12.29 C 10+ years 1 OWN,1
308479,10000 10000 10000 65000.0 0 16.55 D < 1 year 1 MORTGAGE,1
29014,35000 35000 35000 95000.0 0 7.02 A 4 years 2 RENT,1
191396,16000 16000 16000 91000.0 0 5.32 A 8 years 1 RENT,1
715437,20000 20000 20000 275000.0 0 7.12 A 10+ years 1 RENT,1
615759,12000 12000 12000 62300.0 0 17.86 D 3 years 1 RENT,1
346699,20000 20000 20000 90000.0 0 14.47 C 4 years 1 RENT,1
782590,8500 8500 8500 45500.0 0 9.75 B 2 years 2 RENT,1
71296,35000 35000 35000 78000.0 0 8.46 A < 1 year 2 RENT,1
698630,14000 14000 14000 40000.0 0 5.31 A 10+ years 2 OWN,1
287110,12000 12000 12000 68619.0 0 11.55 B 10+ years 0 RENT,1
82972,7500 7500 7500 38600.0 0 25.69 F < 1 year 0 RENT,1
533865,16000 16000 16000 36000.0 0 12.61 C 1 year 1 RENT,1
543595,3000 3000 3000 94588.0 0 16.99 D 10+ years 0 RENT,1
309314,16000 16000 16000 144000.0 0 11.44 B 10+ years 2 RENT,1
709882,34000 34000 34000 89000.0 1 12.99 C 8 years 1 MORTGAGE,1
263675,15000 15000 15000 51000.0 0 7.89 A 7 years 1 RENT,1
278244,8650 8650 8650 35000.0 0 7.35 A 4 years 1 MORTGAGE,1
708559,11500 11500 11500 33000.0 0 12.12 B 10+ years 0 MORTGAGE,1
278882,7000 7000 7000 55000.0 0 8.19 A 10+ years 2 MORTGAGE,1
135636,28000 28000 28000 224000.0 0 15.02 C 3 years 2 OWN,1
96995,30000 30000 29925 192000.0 1 17.27 C 10+ years 1 MORTGAGE,1
37479,36000 36000 36000 229000.0 0 7.24 A 10+ years 1 RENT,1
432802,8400 8400 8400 78000.0 0 11.99 C 10+ years 1 RENT,1
313389,21000 21000 21000 150000.0 0 11.99 B < 1 year 1 RENT,1
32148,13000 13000 13000 70000.0 0 10.49 B nan 1 RENT,1
517897,7500 7500 7425 48000.0 0 12.35 B 10+ years 2 MORTGAGE,1
205004,12000 12000 12000 60000.0 0 6.67 A 3 years 1 MORTGAGE,1
334092,9600 9600 9600 38000.0 0 13.99 C 7 years 1 MORTGAGE,1
642998,20000 20000 20000 155000.0 1 21.85 D 2 years 1 RENT,1
615830,31250 31250 31250 15624.0 0 23.99 E nan 0 MORTGAGE,1
525259,15000 15000 15000 160000.0 0 12.69 C 10+ years 2 MORTGAGE,1
253769,25000 25000 25000 79000.0 1 13.33 C 10+ years 1 MORTGAGE,1
366498,6000 6000 6000 48000.0 0 10.99 B 4 years 1 MORTGAGE,1
17558,20000 20000 20000 120000.0 1 25.49 E 10+ years 2 MORTGAGE,1
786000,10000 10000 10000 52934.0 1 11.44 B nan 2 MORTGAGE,1
379939,13500 13500 13500 55000.0 0 7.89 A 8 years 1 RENT,1
539655,35000 35000 35000 70000.0 1 17.86 D 10+ years 1 MORTGAGE,1
583082,5000 5000 5000 42000.0 0 7.35 A nan 2 RENT,1
664807,15000 15000 15000 50000.0 1 14.99 C 7 years 2 RENT,1
409161,30000 30000 30000 150000.0 0 10.99 B < 1 year 1 MORTGAGE,1
