ID,DOMAIN,COUNT
531836,24000 24000 24000 125000.0 0 11.99 B < 1 year 0 RENT,1
558937,10000 10000 10000 40000.0 1 21.45 D 1 year 0 MORTGAGE,1
271966,14000 14000 14000 50000.0 1 20.0 D 4 years 0 RENT,1
133351,3625 3625 3625 80000.0 0 5.32 A 6 years 0 RENT,1
35478,15000 15000 15000 73000.0 0 9.99 B nan 0 MORTGAGE,1
397857,18000 18000 18000 120000.0 0 12.62 C < 1 year 2 MORTGAGE,1
401949,10000 10000 10000 25000.0 0 7.97 A nan 2 OWN,1
471103,16200 16200 16175 109000.0 0 11.55 B 5 years 2 MORTGAGE,1
525244,10750 10750 10750 38000.0 0 12.29 C 7 years 0 OWN,1
239558,10000 10000 10000 40000.0 1 12.74 C 4 years 1 MORTGAGE,1
350467,16000 16000 16000 65000.0 0 7.99 A 10+ years 2 MORTGAGE,1
78675,25000 25000 24925 67600.0 0 7.62 A 10+ years 1 MORTGAGE,1
483183,16000 16000 16000 70000.0 0 15.59 C < 1 year 1 RENT,1
508922,12000 12000 12000 45000.0 0 9.17 B nan 0 RENT,1
452944,8000 8000 8000 48175.0 0 11.99 B nan 0 MORTGAGE,1
430294,17600 17600 17600 53000.0 0 15.99 C 10+ years 2 RENT,1
400692,12000 12000 12000 70000.0 0 6.0 B 1 year 2 RENT,1
216734,13300 13300 13300 36000.0 1 18.99 D 6 years 1 MORTGAGE,1
405713,1000 1000 1000 86000.0 0 11.48 B 10+ years 2 RENT,1
204396,1800 1800 1800 40000.0 0 7.99 A 8 years 2 MORTGAGE,1
559443,25000 25000 25000 250000.0 0 15.31 C 10+ years 1 MORTGAGE,1
149737,9000 9000 9000 36000.0 0 15.61 C 5 years 2 OWN,1
351557,14675 14675 14675 32000.0 1 16.49 D 10+ years 1 RENT,1
160722,8400 8400 8400 45000.0 0 10.64 B 2 years 0 RENT,1
168265,8500 8500 8500 71000.0 0 12.69 C < 1 year 2 RENT,1
32950,35000 35000 35000 90000.0 0 7.69 A 5 years 0 RENT,1
299224,14000 14000 14000 48000.0 1 14.46 C 4 years 2 MORTGAGE,1
475659,8400 8400 8400 87000.0 0 8.39 B 1 year 2 MORTGAGE,1
562894,5000 5000 5000 70000.0 0 9.43 B 3 years 2 RENT,1
54955,30000 30000 30000 81000.0 0 9.49 B 10+ years 0 MORTGAGE,1
92186,8875 8875 8875 72000.0 0 17.56 D 2 years 2 RENT,1
295768,15600 15600 15600 71000.0 1 11.53 B 9 years 2 MORTGAGE,1
508683,3175 3175 3175 40000.0 0 15.8 C 6 years 2 OWN,1
585967,4800 4800 4800 32000.0 0 10.49 B 2 years 0 RENT,1
574350,24000 24000 24000 115000.0 0 16.49 D 9 years 1 MORTGAGE,1
108717,16000 16000 16000 46350.0 1 24.08 F 5 years 0 RENT,1
58111,8000 8000 7975 55000.0 0 19.53 D 1 year 1 RENT,1
491775,7800 7800 7800 87000.0 0 12.99 C < 1 year 1 MORTGAGE,1
225210,12000 12000 11975 50000.0 0 18.94 D 1 year 1 MORTGAGE,1
127745,12000 12000 12000 71000.0 0 10.99 B nan 1 MORTGAGE,1
413044,22000 22000 22000 50000.0 0 7.49 A < 1 year 1 RENT,1
409165,5800 5800 5800 35000.0 0 9.99 B nan 0 OWN,1
530322,5975 5975 5975 96000.0 0 10.99 B 1 year 2 RENT,1
75564,20000 20000 20000 57000.0 0 16.99 D 10+ years 0 MORTGAGE,1
179485,14400 14400 14400 45000.0 0 19.05 D 1 year 1 OWN,1
215406,3600 3600 3600 105000.0 0 9.93 B 1 year 0 MORTGAGE,1
415346,25000 25000 25000 60000.0 1 8.19 A 7 years 1 MORTGAGE,1
233460,6000 6000 6000 33600.0 0 11.55 B 6 years 0 MORTGAGE,1
467666,10000 10000 10000 39000.0 0 18.99 D 6 years 0 OWN,1
229583,10400 10400 10400 65000.0 0 14.49 C 6 years 1 MORTGAGE,1
