ID,DOMAIN,COUNT
685304,1000 1000 1000 38000.0 0 18.25 D 3 years 2 MORTGAGE,1
743785,30000 30000 30000 160000.0 0 10.47 B 10+ years 1 MORTGAGE,1
340923,15000 15000 15000 72000.0 0 8.39 B 1 year 2 MORTGAGE,1
545114,11500 11500 11500 111039.0 0 13.33 C 9 years 2 RENT,1
540882,11000 11000 11000 46823.0 0 9.92 B 10+ years 1 OWN,1
466871,4000 4000 4000 96850.0 0 11.31 B 10+ years 1 MORTGAGE,1
640453,3000 3000 3000 65000.0 0 12.69 C 1 year 2 RENT,1
357670,7200 7200 7200 70000.0 0 9.49 B 10+ years 2 MORTGAGE,1
747046,10000 10000 10000 107680.0 0 14.33 C 10+ years 0 RENT,1
179393,2000 2000 2000 42000.0 0 12.29 C 10+ years 1 OWN,1
