ID,DOMAIN,COUNT
1406,17000 17000 17000 53000.0 1 5.32 A 10+ years 0 MORTGAGE,1
2053,2400 2400 2400 61000.0 0 16.91 C 10+ years 0 OWN,1
12217,6000 6000 6000 45000.0 0 6.97 A 4 years 1 MORTGAGE,1
9794,30000 30000 30000 150000.0 0 6.11 A 6 years 1 MORTGAGE,1
2802,23000 23000 23000 92700.0 0 14.33 C 1 year 0 MORTGAGE,1
13288,14000 14000 14000 75000.0 0 12.12 B 1 year 2 MORTGAGE,1
8549,4800 4800 4800 65000.0 0 16.29 D 10+ years 0 MORTGAGE,1
3481,6700 6700 6700 nan 0 7.75 A < 1 year 2 NONE,1
19828,5000 5000 5000 21600.0 0 18.49 D < 1 year 2 RENT,1
16550,10000 10000 10000 125000.0 0 7.9 A nan 0 RENT,1
1087,11500 11500 11500 35000.0 0 18.49 D 4 years 0 OWN,1
12492,2000 2000 2000 50000.0 0 5.32 A 4 years 2 RENT,1
3886,15000 15000 15000 52000.0 1 11.99 C 4 years 2 RENT,1
18189,12000 12000 12000 70000.0 0 10.49 B 6 years 2 RENT,1
14263,35000 35000 35000 115000.0 1 21.18 E 2 years 0 OWN,1
12620,26250 26250 26250 77239.0 1 13.59 C 10+ years 2 RENT,1
65,5000 5000 5000 89000.0 0 11.44 B 10+ years 0 MORTGAGE,1
8608,25000 25000 25000 100000.0 1 20.39 D 2 years 1 RENT,1
7217,6500 6500 6500 56000.0 0 9.93 B 3 years 1 RENT,1
4459,4000 4000 4000 82834.0 0 9.16 B 10+ years 1 OWN,1
13512,28000 28000 28000 58000.0 1 14.47 C 2 years 1 MORTGAGE,1
12560,30000 30000 30000 70000.0 0 12.13 B 10+ years 1 OWN,1
12516,2200 2200 2200 85000.0 0 13.43 C 10+ years 1 MORTGAGE,1
8852,6000 6000 6000 50365.0 0 8.46 A 10+ years 2 RENT,1
1704,15000 15000 14950 60000.0 0 8.9 A 10+ years 2 MORTGAGE,1
6938,8500 8500 8500 57000.0 0 9.93 B 10+ years 2 RENT,1
19825,9975 9975 9975 46000.0 0 13.67 C 3 years 1 MORTGAGE,1
3155,14000 14000 14000 90000.0 0 5.32 A 10+ years 1 RENT,1
7376,16000 16000 16000 180000.0 0 15.05 C 10+ years 1 MORTGAGE,1
5225,3000 3000 3000 17400.0 0 16.02 C 6 years 2 RENT,1
8173,10000 10000 10000 73000.0 0 10.91 B 10+ years 2 MORTGAGE,1
14353,6000 6000 6000 68000.0 0 15.05 C 10+ years 1 MORTGAGE,1
17939,16000 16000 16000 69000.0 0 15.05 C 10+ years 1 RENT,1
13646,4200 4200 4200 80000.0 0 7.96 A 5 years 2 MORTGAGE,1
1982,10000 10000 10000 60362.0 0 6.97 A 7 years 1 RENT,1
14885,12000 12000 12000 75000.0 1 14.16 C 4 years 1 OWN,1
2777,10000 10000 9975 48000.0 0 21.45 D 6 years 0 MORTGAGE,1
